Season,TEAM,Playoffs,W,L,NOG,WR,PTS,oppPTS,ALL A,ALL G,ALL S,X2 A,X2 G,X2 S,X3 A,X3 G,X3 S,FT A,FT G,FT S,Rebounds,ORB,DRB,AST,STL,BLK,TOV,FOUL
2019,Orlando Magic,1,42,40,82,0.51 ,107.3,106.6,0.45 ,40.4,89.1,0.51 ,29,57,0.36 ,11.4,32.1,0.78 ,15,19.2,45.4,10,35.4,25.5,6.6,5.5,12.6,18.6
2019,Philadelphia 76ers,1,51,31,82,0.62 ,115.2,112.5,0.47 ,41.5,88.2,0.53 ,30.7,58,0.36 ,10.8,30.2,0.77 ,21.2,27.5,47.7,10.9,36.9,26.9,7.4,5.3,14.4,21.3
2019,Phoenix Suns,0,19,63,82,0.23 ,107.5,116.8,0.46 ,40.1,87.4,0.53 ,30.5,58.1,0.33 ,9.6,29.3,0.78 ,17.6,22.7,40.4,9.1,31.3,23.9,9,5.1,15.2,23.6
2019,Portland Trail Blazers,1,53,29,82,0.65 ,114.7,110.5,0.47 ,42.3,90.6,0.52 ,31.3,59.9,0.36 ,11,30.7,0.81 ,19,23.3,48,11.8,36.2,23,6.6,5,13.3,20.4
2019,San Antonio Spurs,1,48,34,82,0.59 ,111.7,110,0.48 ,42.3,88.4,0.51 ,32.4,63.1,0.39 ,9.9,25.3,0.82 ,17.2,21,44.7,9.2,35.5,24.5,6.1,4.7,11.8,18.1
2019,Toronto Raptors,1,58,24,82,0.71 ,114.4,108.4,0.47 ,42.2,89.1,0.54 ,29.8,55.3,0.37 ,12.4,33.8,0.80 ,17.7,22,45.2,9.6,35.6,25.4,8.3,5.3,13.3,21
2019,Utah Jazz,1,50,32,82,0.61 ,111.7,106.5,0.47 ,40.4,86.3,0.54 ,28.3,52.3,0.36 ,12.1,34,0.74 ,18.8,25.5,46.3,10,36.4,26,8.1,5.9,14.8,21.1
2019,Washington Wizards,0,32,50,82,0.39 ,114,116.9,0.47 ,42.1,90.1,0.54 ,30.8,56.8,0.34 ,11.3,33.3,0.77 ,18.4,23.9,42.3,9.7,32.6,26.3,8.4,4.6,13.6,20.7
2020,Atlanta Hawks,0,20,47,67,0.30 ,111.8,119.7,0.45 ,40.6,90.6,0.52 ,28.6,54.5,0.33 ,12,36.1,0.79 ,18.5,23.4,43.3,9.9,33.4,24,7.8,5.1,15.7,23.1
2020,Milwaukee Bucks,1,53,12,65,0.82 ,118.7,107.4,0.48 ,43.5,91.2,0.57 ,29.8,52.6,0.36 ,13.7,38.6,0.74 ,17.8,24,51.7,9.5,42.2,25.9,7.4,6.1,14.4,19.2
2020,Charlotte Hornets,0,23,42,65,0.35 ,102.9,109.6,0.43 ,37.3,86,0.49 ,25.2,51.6,0.35 ,12.1,34.4,0.75 ,16.2,21.6,42.8,11,31.8,23.8,6.6,4.2,13.9,18.8
2020,Chicago Bulls,0,22,43,65,0.34 ,106.8,109.9,0.45 ,39.6,88.7,0.51 ,27.4,53.6,0.35 ,12.2,35.1,0.76 ,15.5,20.5,41.9,10.5,31.4,23.2,10,4.1,14.6,21.8
2020,Cleveland Cavaliers,0,19,46,65,0.29 ,106.9,114.8,0.46 ,40.3,87.9,0.52 ,29.1,56,0.35 ,11.2,31.9,0.76 ,15.1,19.9,44.3,10.8,33.5,23.1,6.8,3.2,15.7,18.3
2020,Los Angeles Lakers,1,49,14,63,0.78 ,114.3,106.9,0.49 ,42.9,88.6,0.56 ,31.7,57.1,0.36 ,11.2,31.5,0.73 ,17.3,23.7,46.1,10.6,35.6,25.9,8.6,6.8,14.5,20.6
2020,Toronto Raptors,1,46,18,64,0.72 ,113,106.5,0.46 ,40.6,88.5,0.52 ,26.8,51.5,0.37 ,13.8,37,0.80 ,18.1,22.6,45.2,9.7,35.5,25.4,8.8,4.9,13.7,21.5
2020,Detroit Pistons,0,20,46,66,0.30 ,107.2,110.8,0.46 ,39.3,85.7,0.52 ,27.3,53,0.37 ,12,32.7,0.74 ,16.6,22.4,41.7,9.8,32,24.1,7.4,4.5,14.6,19.7
2020,Golden State Warriors,0,15,50,65,0.23 ,106.3,115,0.44 ,38.6,88.2,0.50 ,28.2,56.9,0.33 ,10.4,31.3,0.80 ,18.7,23.2,42.8,10,32.9,25.6,8.2,4.6,14.3,20.1
2020,Los Angeles Clippers,1,44,20,64,0.69 ,116.2,109.7,0.46 ,41.6,89.7,0.52 ,29.4,56.5,0.37 ,12.2,33.2,0.79 ,20.8,26.2,48,11,37,23.8,7.1,4.9,14.1,22
2020,Boston Celtics,1,43,21,64,0.67 ,113,106.8,0.46 ,41.2,89.6,0.52 ,28.8,55.4,0.36 ,12.4,34.2,0.80 ,18.3,22.8,46,10.7,35.3,22.8,8.3,5.6,13,21.4
2020,Kansas City Kings,0,28,36,64,0.44 ,109,110.9,0.46 ,40.4,87.9,0.52 ,27.8,53.2,0.36 ,12.6,34.7,0.77 ,15.6,20.3,42.5,9.6,32.9,23.4,7.6,4.3,13.7,21.9
2020,Denver Nuggets,1,43,22,65,0.66 ,110.4,107.4,0.47 ,41.8,88.9,0.53 ,30.9,58.5,0.36 ,10.9,30.4,0.78 ,15.9,20.5,44.2,10.7,33.5,26.5,8.1,4.6,12.9,20
2020,Utah Jazz,1,41,23,64,0.64 ,111,107.9,0.48 ,40.1,84.6,0.54 ,26.9,50.2,0.38 ,13.2,34.4,0.77 ,17.6,22.8,45.1,8.8,36.3,22.2,5.9,4,14.3,20
2020,Miami Heat,1,41,24,65,0.63 ,112.2,108.9,0.47 ,39.6,84.4,0.53 ,26.2,49.6,0.38 ,13.4,34.8,0.78 ,19.5,25.1,44.5,8.5,36.1,26,7.4,4.5,13.9,20.4
2020,Houston Rockets,1,40,24,64,0.63 ,118.1,114.4,0.45 ,41.1,90.7,0.55 ,25.7,46.4,0.35 ,15.4,44.3,0.79 ,20.5,26,44.9,10.3,34.5,21.5,8.5,5.1,14.1,21.6
2020,Oklahoma City Thunder,1,40,24,64,0.63 ,110.8,108.3,0.47 ,40.3,85.1,0.54 ,29.9,55.8,0.36 ,10.4,29.3,0.80 ,19.8,24.8,42.7,8.1,34.6,21.9,7.6,5,12.7,18.8
2020,Minnesota Timberwolves,0,19,45,64,0.30 ,113.3,117.5,0.44 ,40.4,91.6,0.52 ,27.1,51.9,0.34 ,13.3,39.7,0.75 ,19.1,25.4,44.9,10.5,34.3,23.8,8.6,5.7,14.7,21.4
2020,Indiana Pacers,1,39,26,65,0.60 ,109.3,107.4,0.48 ,42.2,88.4,0.53 ,32.2,60.9,0.36 ,10,27.5,0.79 ,15.1,19.1,42.8,8.8,34,25.9,7.2,5.2,12.5,19.6
2020,New Orleans Pelicans,0,28,36,64,0.44 ,116.2,117,0.46 ,42.6,92.2,0.52 ,28.6,54.6,0.37 ,14,37.6,0.73 ,16.9,23.2,47,11.3,35.8,27,7.6,5.1,15.7,21
2020,New York Knicks,0,21,45,66,0.32 ,105.8,112.3,0.45 ,40,89.3,0.50 ,30.4,60.9,0.34 ,9.6,28.4,0.69 ,16.3,23.5,46.5,12,34.5,22.1,7.6,4.7,13.8,22.2
2020,Philadelphia 76ers,1,39,26,65,0.60 ,109.6,107.4,0.47 ,40.8,87.7,0.52 ,29.4,56.1,0.36 ,11.4,31.6,0.75 ,16.6,22.1,45.5,10.4,35.1,25.9,8.2,5.4,13.4,20.6
2020,Dallas Mavericks,1,40,27,67,0.60 ,116.4,110.3,0.46 ,41.6,89.9,0.54 ,26.3,48.4,0.37 ,15.3,41.5,0.77 ,17.9,23.1,47,10.6,36.4,24.5,6.3,5,12.2,19
2020,Memphis Grizzlies,1,32,33,65,0.49 ,112.6,113.7,0.47 ,42.8,90.9,0.53 ,31.9,59.8,0.35 ,10.9,31.1,0.76 ,16.2,21.3,46.7,10.5,36.3,27,8,5.6,14.6,20.8
2020,Phoenix Suns,0,26,39,65,0.40 ,112.6,113.9,0.46 ,40.8,87.9,0.53 ,29.6,56.2,0.35 ,11.2,31.7,0.83 ,19.8,24,43.1,9.8,33.3,27.2,7.8,4,14.5,22.1
2020,Portland Trail Blazers,0,29,37,66,0.44 ,113.6,115.2,0.46 ,41.9,90.9,0.51 ,29.3,57.1,0.37 ,12.6,33.8,0.80 ,17.3,21.7,45.5,10.1,35.4,20.2,6.1,6.2,12.6,21.4
2020,San Antonio Spurs,0,27,36,63,0.43 ,113.2,114.9,0.47 ,42,89.5,0.51 ,31.3,60.8,0.37 ,10.7,28.7,0.81 ,18.4,22.8,44.4,8.8,35.6,24.5,7.2,5.5,11.9,19.2
2020,New Jersey Nets,1,30,34,64,0.47 ,110.8,111.4,0.44 ,40,90,0.52 ,27.1,52.1,0.34 ,12.9,37.9,0.74 ,18,24.1,48.5,10.9,37.6,24,6.5,4.5,14.8,20.7
2020,Orlando Magic,1,30,35,65,0.46 ,106.4,107.4,0.44 ,39.2,88.8,0.50 ,28.3,56.8,0.34 ,10.9,32,0.77 ,17,22.1,44.5,10.4,34.2,24,8.3,5.7,12,17.6
2020,Washington Wizards,0,24,40,64,0.38 ,115.6,119.7,0.46 ,41.9,91,0.51 ,29.6,57.9,0.37 ,12.3,33.1,0.79 ,19.5,24.8,41.7,10.1,31.6,25.3,8.1,4.3,13.4,22.6
