Season,TEAM,Playoffs,W,L,NOG,WR,PTS,oppPTS,ALL A,ALL G,ALL S,X2 A,X2 G,X2 S,X3 A,X3 G,X3 S,FT A,FT G,FT S,Rebounds,ORB,DRB,AST,STL,BLK,TOV,FOUL
1986,Dallas Mavericks,1,44,38,82,0.54 ,115.3,114.2,0.50 ,44.3,88.4,0.51 ,42.6,83,0.32 ,1.7,5.4,0.78 ,25,32.2,42.9,12.9,30,25.7,7.4,4.5,15.5,21.2
1986,Denver Nuggets,1,47,35,82,0.57 ,114.8,113.5,0.47 ,45.2,96,0.48 ,44.3,92.3,0.23 ,0.9,3.7,0.80 ,23.5,29.5,43.1,14.9,28.2,26,10.1,5.1,15.9,26.4
1986,Golden State Warriors,0,30,52,82,0.37 ,113.4,116.9,0.48 ,44.5,92.3,0.49 ,43.4,88.9,0.31 ,1.1,3.4,0.76 ,23.3,30.7,44.1,15.5,28.6,24.6,9.1,4.3,16.8,24.7
1986,Houston Rockets,1,51,31,82,0.62 ,114.4,111.8,0.49 ,45.8,93.5,0.50 ,44.8,89.7,0.28 ,1,3.8,0.73 ,21.7,29.6,45.7,16,29.7,28.2,9.1,6.6,16.5,24.4
1986,Los Angeles Clippers,0,32,50,82,0.39 ,108.6,115.5,0.47 ,41.3,87.4,0.48 ,40.5,84.6,0.28 ,0.8,2.8,0.77 ,25.2,32.7,41.7,14.1,27.5,24,8.5,6.1,17.9,23.5
1986,Los Angeles Lakers,1,62,20,82,0.76 ,117.3,109.5,0.52 ,46.8,89.7,0.53 ,45.1,84.7,0.34 ,1.7,5,0.78 ,22.1,28.4,44.6,13.4,31.2,29.7,8.4,5.1,17.6,24.7
1986,Phoenix Suns,0,32,50,82,0.39 ,110,113,0.50 ,42.9,85.3,0.51 ,42.4,83.1,0.21 ,0.5,2.2,0.73 ,23.8,32.7,42.5,12.6,29.9,27.7,9.4,4.6,21.2,27.5
1986,Portland Trail Blazers,1,40,42,82,0.49 ,115.1,114,0.50 ,44,88.8,0.50 ,43.1,85.4,0.27 ,0.9,3.4,0.77 ,26.1,34.1,42.3,14,28.2,26.5,10.5,4.3,18.4,26.9
1986,Kansas City Kings,1,37,45,82,0.45 ,108.8,111.9,0.49 ,43.1,88,0.49 ,42.7,86.4,0.23 ,0.4,1.6,0.78 ,22.2,28.5,42.8,13.9,28.9,28.1,7.3,4.7,18.4,26
1986,San Antonio Spurs,1,35,47,82,0.43 ,111.2,113.1,0.51 ,43.9,86.6,0.51 ,43.3,84.2,0.23 ,0.6,2.4,0.75 ,23,30.8,42.5,13.1,29.4,27.5,9.8,4.8,19.5,25.7
1986,Oklahoma City Thunder,0,31,51,82,0.38 ,104.4,104.5,0.47 ,40.7,86.1,0.48 ,39.7,82.4,0.26 ,1,3.7,0.78 ,22.1,28.4,41.5,14,27.5,24.1,9.1,3.6,17,26.4
1986,Utah Jazz,1,42,40,82,0.51 ,108.2,108.5,0.49 ,42.1,86.4,0.49 ,41.7,84.3,0.21 ,0.4,2.1,0.72 ,23.6,32.9,43.3,13.1,30.3,26.8,8.8,8.1,18.3,24.8
1986,Atlanta Hawks,1,50,32,82,0.61 ,108.6,106.2,0.49 ,42,85.7,0.50 ,41.6,83.7,0.20 ,0.4,2,0.73 ,24.1,33,44.6,15.2,29.4,24.7,9,5.3,17.5,26.5
1986,Boston Celtics,1,67,15,82,0.82 ,114.1,104.7,0.51 ,45.3,89.2,0.52 ,43.6,84.4,0.35 ,1.7,4.8,0.79 ,21.8,27.4,46.4,12.9,33.5,29,7.8,6.2,16.3,21.4
1986,Chicago Bulls,1,30,52,82,0.37 ,109.3,113.1,0.48 ,42.4,88.1,0.49 ,41.3,84.3,0.28 ,1.1,3.8,0.77 ,23.4,30.5,43.4,15.7,27.7,24.5,7.4,4.9,17.1,26.4
1986,Cleveland Cavaliers,0,29,53,82,0.35 ,107.8,110.6,0.48 ,42.4,88.2,0.49 ,40.8,83.4,0.34 ,1.6,4.8,0.75 ,21.3,28.4,43.1,13.3,29.9,25.2,7.6,5.3,17,27.6
1986,Detroit Pistons,1,46,36,82,0.56 ,114.2,113,0.48 ,45.8,94.5,0.49 ,45.1,92.3,0.30 ,0.7,2.2,0.78 ,22,28,45.6,15.6,30,28.3,9,4.1,16.1,25.7
1986,Indiana Pacers,0,26,56,82,0.32 ,103.9,107.2,0.48 ,42,87.2,0.49 ,41.7,85.5,0.16 ,0.3,1.7,0.74 ,19.7,26.6,45.7,13.9,31.9,26.3,8,4.6,18.1,26
1986,Milwaukee Bucks,1,57,25,82,0.70 ,114.5,105.5,0.49 ,43.9,89.1,0.50 ,42.4,84.5,0.33 ,1.5,4.6,0.76 ,25.2,32.9,44,14.5,29.5,26.3,9.8,5.6,16.4,27
1986,New Jersey Nets,1,39,43,82,0.48 ,109.1,111.1,0.49 ,43.3,89.1,0.49 ,42.8,86.5,0.20 ,0.5,2.6,0.76 ,22.1,29.2,44.7,14.4,30.3,26,9.1,4.2,18.9,26
1986,New York Knicks,0,23,59,82,0.28 ,98.7,104.3,0.46 ,39.5,85.8,0.46 ,38.5,82.9,0.35 ,1,2.9,0.69 ,18.7,27.3,39.6,13.2,26.5,22.9,8.7,3.8,17.2,27
1986,Philadelphia 76ers,1,54,28,82,0.66 ,110.4,108,0.49 ,41.9,86.1,0.50 ,41.3,83.4,0.23 ,0.6,2.7,0.76 ,26,34.3,45.2,16.2,29,24.5,10.5,6,19,21.9
1986,Washington Wizards,1,39,43,82,0.48 ,103,104.8,0.46 ,40.4,87.2,0.47 ,39,82.2,0.29 ,1.4,5,0.75 ,20.8,27.9,42.6,13,29.6,21.3,7.6,8.7,16,21.9
1987,Dallas Mavericks,1,55,27,82,0.67 ,116.7,110.4,0.49 ,43.8,89.9,0.50 ,41,81.9,0.36 ,2.8,8,0.79 ,26.2,33.1,45.2,14.9,30.4,24.6,8.4,5.2,14.5,22.7
1987,Denver Nuggets,1,37,45,82,0.45 ,116.7,117.6,0.47 ,45.7,97,0.48 ,44.4,92.2,0.27 ,1.3,4.8,0.77 ,24.1,31.3,44.7,15.8,28.9,28.2,9.2,5.1,14.8,26.6
1987,Golden State Warriors,1,42,40,82,0.51 ,112,114.4,0.48 ,43.3,90.4,0.49 ,41.9,86,0.32 ,1.4,4.4,0.78 ,24,30.8,43.2,14.6,28.7,25.4,8.7,3.9,16.4,26
1987,Houston Rockets,1,42,40,82,0.51 ,106.9,105.9,0.48 ,42.3,88.6,0.49 ,41.2,84.6,0.28 ,1.1,4,0.74 ,21.3,28.7,44.7,14.5,30.2,27.2,8,6.7,16.5,24.1
1987,Los Angeles Clippers,0,12,70,82,0.15 ,104.5,115.9,0.45 ,40.4,89.5,0.46 ,39.4,85.3,0.22 ,1,4.2,0.74 ,22.8,30.7,41.1,15,26.1,24,9.2,5.3,17.6,24.4
1987,Los Angeles Lakers,1,65,17,82,0.79 ,117.8,108.5,0.52 ,45.6,88.3,0.53 ,43.6,82.9,0.37 ,2,5.4,0.79 ,24.5,31.1,44.4,13.7,30.7,29.6,8.9,5.8,16.4,22.6
1987,Phoenix Suns,0,36,46,82,0.44 ,111.1,113.5,0.50 ,43.6,87.6,0.51 ,42.9,84.5,0.24 ,0.7,3.1,0.76 ,23.2,30.5,42.4,13.6,28.9,28.7,8.6,4.8,17.9,25
1987,Portland Trail Blazers,1,49,33,82,0.60 ,117.9,114.8,0.50 ,44.5,88.4,0.51 ,43.3,84.3,0.29 ,1.2,4.1,0.78 ,27.7,35.7,43.8,14.4,29.4,28.8,9.4,4.7,18.7,25.4
1987,Kansas City Kings,0,29,53,82,0.35 ,110.9,114.1,0.48 ,43,90.4,0.49 ,42.1,86.7,0.25 ,0.9,3.7,0.80 ,24.1,30.2,45.4,15.6,29.8,26.6,6.3,4.8,16.8,24.5
1987,San Antonio Spurs,0,28,54,82,0.34 ,108.3,113.4,0.47 ,43.1,91,0.48 ,41.7,86.1,0.29 ,1.4,4.9,0.74 ,20.7,28,44.3,15.7,28.6,27.1,9.6,4,16.9,23.5
1987,Oklahoma City Thunder,1,39,43,82,0.48 ,113.7,113.3,0.48 ,43.8,90.9,0.49 ,41.5,84,0.34 ,2.3,6.9,0.76 ,23.8,31.4,46,16.7,29.2,26.6,8.6,5.3,18.1,27.1
1987,Utah Jazz,1,44,38,82,0.54 ,107.9,107.5,0.46 ,42.5,91.8,0.47 ,40.8,86.3,0.31 ,1.7,5.5,0.73 ,21.2,29.1,44.5,14.6,29.9,27.3,10.2,7.7,16.8,24.9
1987,Atlanta Hawks,1,57,25,82,0.70 ,110,102.8,0.48 ,41.9,87.1,0.49 ,40.3,81.9,0.32 ,1.6,5.2,0.76 ,24.6,32.5,46.6,16.5,30.1,25.4,8.5,6.2,15.4,26.2
1987,Boston Celtics,1,59,23,82,0.72 ,112.6,106,0.52 ,44.5,86,0.53 ,42,79.1,0.37 ,2.5,6.9,0.81 ,21.2,26.3,42.9,11.4,31.5,29.4,6.9,6.4,15.7,20.8
1987,Chicago Bulls,1,40,42,82,0.49 ,104.8,103.9,0.47 ,41.2,87.3,0.48 ,40.2,83.7,0.26 ,1,3.6,0.78 ,21.4,27.5,44.5,15.2,29.3,26.2,8.3,5.3,15,23.5
1987,Cleveland Cavaliers,0,31,51,82,0.38 ,104.4,108.2,0.47 ,40.8,86.9,0.48 ,39.8,82.8,0.24 ,1,4.1,0.70 ,21.7,31.1,44.8,15.3,29.5,23.3,8.2,6.8,19.4,22.6
1987,Detroit Pistons,1,52,30,82,0.63 ,111.2,107.8,0.49 ,43.2,88.3,0.50 ,42.7,86.2,0.23 ,0.5,2.1,0.77 ,24.3,31.7,47.5,15.2,32.3,24.6,7.8,5.3,17,25.3
1987,Indiana Pacers,1,41,41,82,0.50 ,106.1,106.7,0.47 ,42.1,89.3,0.48 ,41,85.4,0.30 ,1.1,3.9,0.78 ,20.7,26.5,43.9,13.8,30,26.5,8.5,3.8,15.4,25.6
1987,Milwaukee Bucks,1,50,32,82,0.61 ,110.4,106.5,0.48 ,42.2,88.8,0.49 ,39.9,81.9,0.33 ,2.3,6.9,0.77 ,23.8,31.1,42,13.7,28.3,24.9,10.3,4.8,15.2,26.5
1987,New Jersey Nets,0,24,58,82,0.29 ,108.5,113.5,0.48 ,41.1,86.3,0.49 ,39.3,80.8,0.32 ,1.8,5.5,0.77 ,24.4,31.8,43.6,14.2,29.4,24.3,7.8,4.8,19.5,28.7
1987,New York Knicks,0,24,58,82,0.29 ,103.8,110,0.47 ,40.6,85.6,0.48 ,39.1,81.2,0.34 ,1.5,4.4,0.73 ,21,28.8,39.9,13.5,26.4,23.7,8.6,4.8,17.1,24.7
1987,Philadelphia 76ers,1,45,37,82,0.55 ,106.5,106.6,0.49 ,40.7,82.8,0.50 ,39.6,78.7,0.26 ,1.1,4.1,0.75 ,24,31.9,42.7,14.4,28.4,23.7,9.4,6.6,18,21.6
1987,Washington Wizards,1,42,40,82,0.51 ,106,107.3,0.45 ,40.9,90.1,0.46 ,40.4,87.4,0.20 ,0.5,2.7,0.77 ,23.6,30.9,44.1,15.9,28.2,21.3,9.2,8.4,15.7,21.6
1988,Dallas Mavericks,1,53,29,82,0.65 ,109.3,104.9,0.48 ,41.6,87.7,0.49 ,39.7,81.3,0.29 ,1.9,6.4,0.79 ,24.1,30.6,46.8,16.4,30.4,24.2,7.9,5.4,15,21.1
1988,Denver Nuggets,1,54,28,82,0.66 ,116.7,112.7,0.47 ,46,97.1,0.48 ,43.7,90.2,0.34 ,2.3,6.9,0.80 ,22.5,27.9,44,14.2,29.8,28,10.1,4.9,14.2,24.2
1988,Golden State Warriors,0,20,62,82,0.24 ,107,115.3,0.47 ,42.2,90.3,0.48 ,41.1,86.5,0.29 ,1.1,3.8,0.80 ,21.4,26.9,41.4,13.9,27.5,24.5,9,3.5,16.7,26.3
1988,Houston Rockets,1,46,36,82,0.56 ,109,107.6,0.47 ,42.3,89.7,0.48 ,41.5,86.2,0.24 ,0.8,3.5,0.78 ,23.6,30.3,46,15.1,30.9,23.6,8.7,6.1,16.4,22.7
1988,Los Angeles Clippers,0,17,65,82,0.21 ,98.8,109.1,0.44 ,38.9,87.7,0.45 ,37.9,83.8,0.25 ,1,3.9,0.71 ,20,28.1,43.2,14.5,28.7,23,8.8,6.3,18.3,23.3
1988,Los Angeles Lakers,1,62,20,82,0.76 ,112.8,107,0.51 ,43.6,86.3,0.52 ,41.9,80.5,0.30 ,1.7,5.8,0.79 ,23.9,30.2,43.5,13.1,30.4,28.6,8.2,4.9,15.9,20.9
1988,Phoenix Suns,0,28,54,82,0.34 ,108.5,113,0.49 ,43.3,89,0.50 ,41.9,84.6,0.33 ,1.4,4.4,0.76 ,20.5,26.8,42.6,13.6,29,28.4,8.2,4.3,16.9,24.9
1988,Portland Trail Blazers,1,53,29,82,0.65 ,116.1,111.5,0.49 ,44.6,91,0.50 ,43.2,86.4,0.31 ,1.4,4.6,0.77 ,25.4,32.9,45.6,15.3,30.4,28.1,8.9,4.2,16.3,25.5
1988,Kansas City Kings,0,24,58,82,0.29 ,108,113.7,0.47 ,42.2,89.5,0.48 ,40.4,84,0.32 ,1.8,5.5,0.77 ,21.9,28.3,45,15,30,25.8,7.1,6,17.2,23.1
1988,San Antonio Spurs,1,31,51,82,0.38 ,113.6,118.5,0.49 ,45.2,92.2,0.50 ,43.6,87.2,0.32 ,1.6,5,0.73 ,21.6,29.4,42.9,14.4,28.5,28.6,9,5.7,17.1,24.3
1988,Oklahoma City Thunder,1,44,38,82,0.54 ,111.4,109.3,0.48 ,43.2,90.8,0.49 ,40.5,83,0.35 ,2.7,7.8,0.75 ,22.3,29.8,44.2,16,28.2,26.2,9.5,5.5,16.3,29
1988,Utah Jazz,1,47,35,82,0.57 ,108.5,104.8,0.49 ,42.5,86.5,0.50 ,40.9,81.6,0.32 ,1.6,4.9,0.75 ,22,29.3,44.1,13,31.1,29.4,9.4,7.6,17.8,24.2
1988,Atlanta Hawks,1,50,32,82,0.61 ,107.9,104.3,0.49 ,42,86.6,0.49 ,41,83.2,0.30 ,1,3.4,0.77 ,22.8,29.8,44,15,29,25.1,7.7,6.5,14.7,25
1988,Boston Celtics,1,57,25,82,0.70 ,113.6,107.7,0.52 ,43.9,84.2,0.54 ,40.6,75.6,0.38 ,3.3,8.6,0.80 ,22.5,28,41.1,11.3,29.8,29.9,7.6,5.1,15.7,22
1988,Chicago Bulls,1,50,32,82,0.61 ,105,101.6,0.49 ,41.9,85.5,0.50 ,41.2,82.5,0.23 ,0.7,3,0.76 ,20.5,27.1,44.3,14.3,30,26.2,8.7,5.8,15.1,22.5
1988,Cleveland Cavaliers,1,42,40,82,0.51 ,104.5,103.7,0.49 ,40.4,82.4,0.50 ,38.9,78.3,0.38 ,1.5,4.1,0.74 ,22.1,29.7,40.3,12.4,27.9,25.2,8.9,6.4,17.1,22.4
1988,Detroit Pistons,1,54,28,82,0.66 ,109.2,104.1,0.49 ,42.2,85.6,0.50 ,41.5,83.1,0.29 ,0.7,2.5,0.76 ,24.1,31.9,44.7,14.4,30.3,24.5,7.2,4.8,16.2,23.9
1988,Indiana Pacers,1,38,44,82,0.46 ,104.6,105.4,0.48 ,41.9,87.2,0.49 ,39.9,81.3,0.34 ,2,5.9,0.78 ,18.9,24.2,43.1,13.1,30,24.1,7.5,4.2,15.8,24.9
1988,Milwaukee Bucks,1,42,40,82,0.51 ,106.1,105.5,0.48 ,41,86.3,0.48 ,39.4,81.3,0.32 ,1.6,5,0.78 ,22.3,28.8,42.1,13.6,28.5,26.8,8.2,4.6,15.3,24.2
1988,New Jersey Nets,0,19,63,82,0.23 ,100.4,108.5,0.47 ,39.1,83.6,0.48 ,37.4,78.1,0.30 ,1.7,5.5,0.73 ,20.5,28.1,40.7,13.1,27.6,21.9,8.9,4.7,18,24.9
1988,New York Knicks,1,38,44,82,0.46 ,105.5,106,0.47 ,41,88.2,0.48 ,38.8,81.3,0.32 ,2.2,6.9,0.76 ,21.3,28.1,42.4,15.7,26.8,24.5,9.6,5.4,18.2,28.8
1988,Philadelphia 76ers,0,36,46,82,0.44 ,105.7,107.1,0.47 ,39.2,82.7,0.48 ,37.3,77,0.32 ,1.9,5.7,0.76 ,25.5,33.3,43,14.9,28.1,23.1,8.2,5.7,17,22.8
1988,Washington Wizards,0,38,44,82,0.46 ,105.5,106.3,0.47 ,40.9,87.4,0.47 ,40.5,85.7,0.21 ,0.4,1.7,0.77 ,23.3,30.2,43,15,28,22.9,8.5,6.1,16.7,23.4
1989,Dallas Mavericks,0,38,44,82,0.46 ,103.5,104.7,0.47 ,39.6,84.4,0.49 ,37,76.1,0.31 ,2.6,8.3,0.79 ,21.8,27.6,42,12.8,29.2,22.8,7.1,5.8,14.7,21.2
1989,Denver Nuggets,1,44,38,82,0.54 ,118,116.3,0.47 ,46.5,99.3,0.48 ,43.7,91.1,0.34 ,2.8,8.2,0.79 ,22.2,28.2,45.4,14.7,30.6,27.8,9.9,5.3,14.7,25.5
1989,Golden State Warriors,1,43,39,82,0.52 ,116.6,116.9,0.47 ,45.5,97.3,0.48 ,43.1,89.6,0.31 ,2.4,7.7,0.80 ,23.2,29.1,47.4,16.1,31.2,24.5,10.1,7.8,18,23.7
1989,Houston Rockets,1,45,37,82,0.55 ,108.5,107.5,0.47 ,41.6,87.8,0.49 ,39.6,81.4,0.31 ,2,6.4,0.76 ,23.3,30.8,45.9,14.8,31.1,24.6,9.6,6.1,18.7,24.7
1989,Los Angeles Clippers,0,21,61,82,0.26 ,106.2,116.2,0.48 ,43,90.6,0.48 ,42.3,87.7,0.23 ,0.7,2.9,0.72 ,19.6,27.1,43.2,14.1,29.1,26.7,9.9,6.5,20,23.6
1989,Los Angeles Lakers,1,57,25,82,0.70 ,114.7,107.5,0.50 ,43.7,87.1,0.52 ,40.9,79,0.34 ,2.8,8.1,0.80 ,24.5,30.6,45.2,13.3,31.9,27.8,8.8,5.1,16.1,20.4
1989,Phoenix Suns,1,55,27,82,0.67 ,118.6,110.9,0.50 ,45.8,92,0.51 ,43.8,86.1,0.35 ,2,5.9,0.79 ,25,31.6,45.3,13.4,31.9,27.8,8.5,5.1,15.3,23.6
1989,Portland Trail Blazers,1,39,43,82,0.48 ,114.6,113.1,0.47 ,45.1,95.1,0.49 ,42.5,87.2,0.34 ,2.6,7.9,0.74 ,21.8,29.5,45.9,16.9,29,27,10.1,4.7,17.3,24.7
1989,Kansas City Kings,0,27,55,82,0.33 ,105.5,111,0.46 ,41,89.6,0.47 ,37.3,79.6,0.37 ,3.7,10,0.77 ,19.8,25.7,43.8,13.9,29.9,24,7.6,5,16.3,22.9
1989,San Antonio Spurs,0,21,61,82,0.26 ,105.5,112.8,0.47 ,42.3,90.4,0.48 ,41.5,86.8,0.22 ,0.8,3.6,0.70 ,20.1,28.9,42.4,15.8,26.6,24.8,11.7,5.2,20.6,26.3
1989,Oklahoma City Thunder,1,47,35,82,0.57 ,112.1,109.2,0.48 ,43.5,91.2,0.49 ,39.9,81.8,0.38 ,3.6,9.4,0.75 ,21.6,29,44.3,17,27.3,25.4,10.5,6,16.8,24.7
1989,Utah Jazz,1,51,31,82,0.62 ,104.7,99.7,0.48 ,38.8,80.4,0.49 ,37.4,75.8,0.30 ,1.4,4.6,0.77 ,25.7,33.4,44.6,12.8,31.8,25.7,8.8,7.1,18.2,23.1
1989,Atlanta Hawks,1,52,30,82,0.63 ,111,106.1,0.47 ,41.6,88.2,0.48 ,40.3,83.4,0.28 ,1.3,4.8,0.80 ,26.4,33,45,16.7,28.2,24.3,10,5.8,15.6,22.9
1989,Boston Celtics,1,42,40,82,0.51 ,109.2,108.1,0.49 ,42.9,87.1,0.50 ,41.9,83.3,0.25 ,1,3.8,0.78 ,22.4,28.6,44.2,14.4,29.8,26.7,7.8,5.1,16,22.9
1989,New Orleans Pelicans,0,20,62,82,0.24 ,104.5,113,0.46 ,41.8,90.6,0.47 ,40.2,85.4,0.31 ,1.6,5.2,0.77 ,19.3,25.1,40.7,13.9,26.8,28.3,8.6,3.2,15.8,25.2
1989,Chicago Bulls,1,47,35,82,0.57 ,106.4,105,0.50 ,42,85,0.51 ,39.9,78.5,0.33 ,2.1,6.5,0.79 ,20.2,25.7,42.3,12.4,29.9,27,8.8,4.6,15.9,22.6
1989,Cleveland Cavaliers,1,57,25,82,0.70 ,108.8,101.2,0.50 ,42.3,84.2,0.51 ,40.2,78.4,0.36 ,2.1,5.8,0.75 ,22.2,29.7,42.8,12.6,30.2,27.6,9.6,7.1,15.7,19.4
1989,Detroit Pistons,1,63,19,82,0.77 ,106.6,100.8,0.49 ,41.4,83.9,0.51 ,39.9,79,0.30 ,1.5,4.9,0.77 ,22.3,29,45.1,14.1,31,24.7,6.4,5,16,23.6
1989,Indiana Pacers,0,28,54,82,0.34 ,106.9,111.1,0.49 ,41.3,84.7,0.50 ,38.8,77.2,0.33 ,2.5,7.5,0.79 ,21.9,27.7,43.4,13,30.5,24.5,6.9,5.1,18.6,25.7
1989,Miami Heat,0,15,67,82,0.18 ,97.8,109,0.45 ,39.3,86.8,0.46 ,38.1,83.2,0.33 ,1.2,3.6,0.70 ,18,25.6,42.9,16,27,23.9,9.1,5,20.6,25.9
1989,Milwaukee Bucks,1,49,33,82,0.60 ,108.9,105.3,0.47 ,41.5,87.4,0.49 ,39.3,80.5,0.32 ,2.2,6.9,0.82 ,23.8,29,41.5,13.8,27.7,25.3,10,3.9,15.6,23.8
1989,New Jersey Nets,0,26,56,82,0.32 ,103.7,110.1,0.46 ,40.6,88.1,0.47 ,38.3,81.2,0.33 ,2.3,6.9,0.73 ,20.2,27.6,44.2,14.7,29.5,21.9,9.4,5.3,17.2,24
1989,New York Knicks,1,52,30,82,0.63 ,116.7,112.9,0.49 ,45.1,92.8,0.51 ,40.4,78.8,0.34 ,4.7,14,0.75 ,21.7,28.9,43.7,16.1,27.6,25.4,11,5.4,18.9,25
1989,Philadelphia 76ers,1,46,36,82,0.56 ,111.9,110.4,0.49 ,42.7,87.8,0.50 ,40.2,79.9,0.32 ,2.5,7.9,0.79 ,24,30.5,42.7,13.9,28.7,25.7,8.4,4.3,14.5,21
1989,Washington Wizards,0,40,42,82,0.49 ,108.3,110.4,0.46 ,42.9,92.6,0.47 ,42.3,89.6,0.21 ,0.6,3,0.77 ,21.8,28.3,44,15.3,28.7,25,8.4,4,15.5,25
1990,Dallas Mavericks,1,47,35,82,0.57 ,102.2,102.2,0.48 ,39.6,83.3,0.49 ,37.7,77.4,0.32 ,1.9,5.9,0.77 ,21.2,27.6,42.2,12.7,29.5,21.7,8.1,4.9,14.5,21.1
1990,Denver Nuggets,1,43,39,82,0.52 ,114.6,113.2,0.46 ,45.3,97.7,0.48 ,42.5,89.4,0.34 ,2.8,8.3,0.79 ,21.2,26.8,45.1,14.3,30.9,27.7,9.9,4,13.7,25
1990,Golden State Warriors,0,37,45,82,0.45 ,116.3,119.4,0.48 ,42.5,87.9,0.50 ,39.5,78.8,0.32 ,3,9.1,0.81 ,28.2,34.9,40.2,11.2,29.1,24.1,9.2,6,17.1,24.5
1990,Houston Rockets,1,41,41,82,0.50 ,106.7,105.3,0.48 ,42.5,88.4,0.49 ,40.6,82.4,0.31 ,1.9,6,0.72 ,19.9,27.6,47,14.8,32.2,26.7,9.9,6.7,18,23.6
1990,Los Angeles Clippers,0,30,52,82,0.37 ,103.8,107.2,0.48 ,40.5,83.6,0.49 ,39.8,80.8,0.24 ,0.7,2.8,0.74 ,22.1,30,41.7,12.9,28.8,24.1,9.5,6.2,18.5,22.7
1990,Los Angeles Lakers,1,63,19,82,0.77 ,110.7,103.9,0.49 ,41.9,85.5,0.51 ,38.1,75.2,0.37 ,3.8,10.3,0.79 ,23.2,29.5,43.4,13.4,30,27.2,8,5.4,14.5,21.2
1990,Minnesota Timberwolves,0,22,60,82,0.27 ,95.2,99.4,0.45 ,37.4,83.9,0.45 ,36.5,80.3,0.25 ,0.9,3.6,0.75 ,19.5,26.1,39.6,14.6,25,22.5,9.6,4.2,13.4,23.2
1990,Phoenix Suns,1,54,28,82,0.66 ,114.9,107.8,0.50 ,43.2,87.1,0.51 ,41.1,80.5,0.32 ,2.1,6.6,0.80 ,26.3,33.1,45.2,12.8,32.3,25.7,8.1,6.1,15.3,22.3
1990,Portland Trail Blazers,1,59,23,82,0.72 ,114.2,107.9,0.47 ,43.6,92,0.49 ,41.3,85.1,0.34 ,2.3,6.9,0.74 ,24.8,33.3,47.6,16.5,31.1,25.4,9.1,4.4,16.3,25
1990,Kansas City Kings,0,23,59,82,0.28 ,101.7,106.8,0.47 ,40.3,86,0.48 ,37.7,78.1,0.33 ,2.6,7.9,0.77 ,18.5,24,40.4,11.6,28.8,25,6.7,4.8,14.5,22.7
1990,San Antonio Spurs,1,56,26,82,0.68 ,106.3,102.8,0.48 ,41.3,85.3,0.49 ,40.6,82.5,0.24 ,0.7,2.8,0.75 ,23,30.9,44.4,14.2,30.2,24.8,9.7,6.8,16.5,22.6
1990,Oklahoma City Thunder,0,41,41,82,0.50 ,106.9,105.9,0.48 ,42.3,88.3,0.49 ,39.5,80.4,0.36 ,2.8,7.9,0.74 ,19.6,26.4,43.6,16.1,27.5,22.9,8.5,4.1,15.8,25.2
1990,Utah Jazz,1,55,27,82,0.67 ,106.8,102,0.51 ,40.6,80.4,0.52 ,37.8,72.7,0.36 ,2.8,7.7,0.75 ,22.9,30.3,42.1,11.6,30.5,27,8.3,6,16.8,24.8
1990,Atlanta Hawks,0,41,41,82,0.50 ,108.5,107.5,0.49 ,41.7,85.6,0.50 ,40.2,80.6,0.30 ,1.5,5,0.76 ,23.7,31,42.2,15.5,26.7,22.2,8.7,4.3,15.1,22.8
1990,Boston Celtics,1,52,30,82,0.63 ,110,106,0.50 ,43.5,87.2,0.51 ,42.2,82.3,0.26 ,1.3,4.9,0.83 ,21.8,26.3,46,13,33,29.5,6.6,5.5,15.1,20.9
1990,New Orleans Pelicans,0,19,63,82,0.23 ,100.4,108.2,0.46 ,39.9,87.6,0.47 ,37.4,80.1,0.34 ,2.5,7.5,0.76 ,18.1,24,38.7,11.7,27,25.4,9.5,3.2,14.5,23
1990,Chicago Bulls,1,55,27,82,0.67 ,109.5,106.2,0.50 ,43.1,86.5,0.51 ,40.1,78.3,0.37 ,3,8.2,0.78 ,20.3,26.1,40.9,13.1,27.8,26.5,9.9,4.7,14.6,23.2
1990,Cleveland Cavaliers,1,42,40,82,0.51 ,102.6,102.9,0.46 ,39.2,85.1,0.47 ,35,74.7,0.41 ,4.2,10.4,0.74 ,20,26.8,42.8,13.8,29,25.7,7.9,6.2,14.7,20.3
1990,Detroit Pistons,1,59,23,82,0.72 ,104.3,98.3,0.48 ,40.6,85.1,0.49 ,38.4,78.5,0.33 ,2.2,6.6,0.76 ,20.9,27.5,44.4,14.5,30,24.3,6.2,5.1,14.6,23.9
1990,Indiana Pacers,1,42,40,82,0.51 ,109.3,109.1,0.50 ,41.2,83,0.51 ,37.6,73.6,0.38 ,3.6,9.4,0.82 ,23.2,28.5,40.6,11.5,29.1,24.7,6.7,4.3,15.9,24
1990,Miami Heat,0,18,64,82,0.22 ,100.6,110.3,0.46 ,41.3,89.6,0.47 ,40.2,85.9,0.29 ,1.1,3.7,0.69 ,17,24.7,43.4,15.1,28.2,23.9,9,4.7,18.3,25.9
1990,Milwaukee Bucks,1,44,38,82,0.54 ,106,106.8,0.47 ,41.2,87.1,0.49 ,38.7,78.9,0.31 ,2.5,8.2,0.76 ,21,27.7,40.9,13.5,27.4,25,10.1,4,15.6,25.4
1990,New Jersey Nets,0,17,65,82,0.21 ,100.1,108,0.43 ,38.5,90.4,0.44 ,36.8,84.2,0.28 ,1.7,6.2,0.75 ,21.4,28.7,45,16.6,28.3,18,9.4,5.9,15.9,23.8
